一次性使用无刃穿刺器 Versaport Bladeless and Versaport Plus Bladeless Trocar,Covidien llc,国械注进20162011663,2016-05-04,2021-05-03
穿刺器 Trocar,Covidien llc,国械注进20162661607,2016-05-03,2021-05-02
动静脉穿刺器,Fresenius Medical Care AG & Co.KGaA,国械注进20163151629,2016-05-03,2021-05-02
腹腔镜用穿刺器及配件 Trocar Systems,PAJUNK GmbH Medizintechnologie,国械注进20162221077,2016-03-14,2021-03-13
一次性使用穿刺器械 Single Use Puncture instrument,"IMEDICOM Co.,Ltd.",国械注进20162150071,2016-01-08,2021-01-07
穿刺器,Covidien llc,国食药监械(进)字2015第3154199号,2015-12-24,2020-12-23
穿刺器 BluntportTM Plus Auto SutureTM Blunt Trocar,Covidien llc,国械注进20153154199,2015-12-24,2020-12-23
穿刺器 Thoracoport Autosuture Trocar,Covidien llc,国械注进20152223788,2015-11-20,2020-11-19
穿刺器,Covidien llc,国食药监械(进)字2015第2223788号,2015-11-20,2020-11-19
外科穿刺器 ENDOPATH Surgical Thoracic Trocar Sleeve with Rounded Tip Obturator,"Ethicon Endo-Surgery,LLC",国械注进20153222106,2015-06-30,2020-06-29
外科穿刺器,"Ethicon Endo-Surgery,LLC",国食药监械(进)字2015第3222106号,2015-06-30,2020-06-29
内窥镜手术用穿刺器及附件 Trocars,Olympus Winter & Ibe GmbH,国械注进20152221526,2015-05-11,2020-05-10
内窥镜手术用穿刺器及附件,Olympus Winter & Ibe GmbH,国食药监械(进)字2015第2221526号,2015-05-11,2020-05-10
腹腔镜用穿刺器、套管和穿刺内芯Laparoscopic Port、Cannula and Obturator,Teleflex Medical,国械注进20152221466,2015-05-06,2020-05-05
穿刺器 Visiport Plus Auto Suture Optical Trocar/Obturator,Covidien llc,国械注进20152151038,2015-03-27,2020-03-26
穿刺器 AnchorPort Trocar System,"SurgiQuest, Inc.",国械注进20152220801,2015-03-09,2020-03-08
一次性内镜用穿刺器及附件,泰利福医疗器械商贸(上海)有限公司,国械注进20153660421,2015-01-30,2020-01-29
穿刺器及其附件,"SurgiQuest, Inc.",国械注进20142156073,2014-12-22,2019-12-21
一次性使用无刃穿刺器,Covidien llc,国食药监械(进)字2014第2014672号,2014-09-28,2019-09-27
一次性使用无刃穿刺器,Covidien llc,国食药监械(进)字2014第2614672号,2014-09-28,2019-09-27
穿刺器 Trocar Systems,XION GmbH,国食药监械(进)字2014第2224658号,2014-09-28,2019-09-27
采血笔（商品名：MEDISAFE FINETOUCH PRO） 採血用穿刺器具,テルモ株式会社,国食药监械(进)字2014第1412712号,2014-05-30,2018-05-29
穿刺器（商品名：ENDOPATH(R) XCELTM with OPTIVIEWTM Technology） ENDOPATH XCEL with OPTIVIEW Technology Trocars,"Ethicon Endo-Surgery,LLC",国食药监械(进)字2014第2151219号,2014-03-06,2018-03-05
胸部穿刺器（商品名：FLEXIPATH） FLEXIPATH Flexible Surgical Trocar,"Ethicon Endo-Surgery, LLC",国食药监械(进)字2014第3540921号,2014-02-13,2018-02-12
一次性无刃穿刺器 Versaport V2 Bladeless Optical Trocar,Covidien llc,国食药监械(进)字2014第2150830号,2014-02-11,2018-02-10
腔镜下多器械通路单孔穿刺器,Covidien llc,国食药监械(进)字2013第2225603号(更),2013-12-27,2017-12-26
腔镜下多器械通路单孔穿刺器,Covidien llc,国食药监械(进)字2013第2225603号,2013-12-27,2017-12-26
腹腔镜穿刺器,,国食药监械(进)字2013第2225256号,2013-12-05,2017-12-04
经颈静脉肝内穿刺器械,Cook Incorporated,国食药监械(进)字2013第3153948号,2013-09-16,2017-09-15
腹腔镜用穿刺器（商品名：GENICON穿刺器/套管系统）,GENICON,国食药监械(进)字2013第2152942号,2013-07-31,2017-07-30
一次性使用无刃穿刺器,Covidien llc,国食药监械(进)字2013第2012964号,2013-07-31,2017-07-30
穿刺器(商品名：蛇牌),Aesculap AG,国食药监械(进)字2013第3152699号,2013-07-12,2017-07-11
一次性使用穿刺器械,"IMEDICOM Co.,Ltd.",国食药监械(进)字2013第2150840号,2013-03-01,2017-02-28
穿刺器,Covidien llc,国食药监械(进)字2013第3150727号,2013-02-22,2017-02-21
穿刺器,Covidien llc,国食药监械(进)字2013第3150727号(更),2013-02-22,2017-02-21
配液穿刺器(商品名：Mini Spike),B.Braun Melsungen AG,国食药监械(进)字2013第3150420号,2013-02-01,2017-01-31
微创穿刺器(商品名：腔镜套管),,国食药监械(进)字2013第3660343号,2013-01-30,2017-01-29
一次性穿刺器,普威國際有限公司,国食药监械(许)字2013第2150008号,2013-01-17,2017-01-16
穿刺器,Covidien llc,国食药监械(进)字2013第2660135号,2013-01-17,2017-01-16
穿刺器,Covidien llc,国食药监械(进)字2013第2660135号(更),2013-01-17,2017-01-16
一次性无刃穿刺器,Covidien llc,国食药监械(进)字2013第2010033号,2013-01-13,2017-01-12
一次性无刃穿刺器,Covidien llc,国食药监械(进)字2013第2010033号(更),2013-01-13,2017-01-12
一次性使用无刃穿刺器,Covidien llc,国食药监械(进)字2012第2014233号,2012-11-27,2016-11-26
腹腔镜用穿刺器及配件,PAJUNK GmbH Medizintechnologie,国食药监械(进)字2012第2224103号,2012-11-19,2016-11-18
球囊穿刺器与充气球囊,Covidien llc,国食药监械(进)字2012第2663756号,2012-11-02,2016-11-01
球囊穿刺器与充气球囊,Covidien llc,国食药监械(进)字2012第2663756号(更),2012-11-02,2016-11-01
钝型穿刺器与注射器,Covidien llc,国食药监械(进)字2012第3153343号(更),2012-09-13,2016-09-12
钝型穿刺器与注射器,Covidien llc,国食药监械(进)字2012第3153343号,2012-09-13,2016-09-12
腹腔镜用穿刺器,Richard Wolf GmbH,国食药监械(进)字2012第2222705号,2012-08-09,2016-08-08
穿刺器,Covidien llc,国食药监械(进)字2012第2152490号,2012-07-19,2016-07-18
穿刺器,Covidien llc,国食药监械(进)字2012第2152490号(更),2012-07-19,2016-07-18
穿刺器Lagis Trocar<型号、规格,常广股份有限公司,国食药监械(许)字2012第2220084号,2012-06-28,2016-06-27
一次性使用穿刺器,Covidien llc,国食药监械(进)字2012第3151764号,2012-05-11,2016-05-10
一次性使用穿刺器,Covidien llc,国食药监械(进)字2012第3151764号(更),2012-05-11,2016-05-10
动静脉穿刺器,Fresenius Medical Care AG & Co.KGaA,国食药监械(进)字2012第3151278号,2012-04-09,2016-04-08
穿刺器(商品名：ENDOPATH(r)XCEL),"Ethicon Endo-Surgery,LLC",国食药监械(进)字2012第3221240号,2012-03-31,2016-03-30
腹腔镜用穿刺器、套管和穿刺内芯,Teleflex Medical,国食药监械(进)字2012第2220954号,2012-03-29,2016-03-28
一次性使用无刃穿刺器,Covidien llc,国食药监械(进)字2012第2010065号,2012-01-16,2016-01-15
四通道单孔腹腔镜手术穿刺器(商品名：QuadPort四通道单孔腹腔镜手术穿刺器),,国食药监械(进)字2011第2663798号,2011-11-30,2015-11-29
腹腔镜用穿刺器(商品名：GENICON穿刺针/套管系统),GENICON,国食药监械(进)字2011第2153778号(更),2011-11-30,2015-11-29
穿刺器,Covidien llc,国食药监械(进)字2011第2223738号,2011-11-28,2015-11-27
穿刺器,Covidien llc,国食药监械(进)字2011第2223738号(更),2011-11-28,2015-11-27
一次性内镜用穿刺器及附件,Teleflex Medical,国食药监械(进)字2011第3663574号,2011-11-17,2015-11-16
穿刺器(商品名：BASX),"Ethicon Endo - Surgery, LLC",国食药监械(进)字2011第3663250号,2011-10-14,2015-10-13
外科穿刺器,"Ethicon Endo-Surgery,LLC",国食药监械(进)字2011第3223032号,2011-09-30,2015-09-29
穿刺器,Covidien llc,国食药监械(进)字2011第2153028号(更),2011-09-30,2015-09-29
穿刺器,Covidien llc,国食药监械(进)字2011第2153028号,2011-09-30,2015-09-29
胸部穿刺器(商品名：FLEXIPATH),"Ethicon Endo-Surgery,LLC",国食药监械(进)字2011第3542074号,2011-06-27,2015-06-26
一次性使用无刃穿刺器,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2011第2010662号,2011-02-28,2015-02-27
一次性使用穿刺器,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2010第3151112号,2010-05-07,2014-05-06
三通道单孔腹腔镜手术穿刺器(商品名：Triport三通道单孔腹腔镜手术穿刺器),OLYMPUS WINTER&IBE GMBH,国食药监械(进)字2010第2660994号,2010-04-22,2014-04-21
穿刺器,Covidien llc,国食药监械(进)字2009第3152444号(更),2009-10-29,2013-10-29
球囊穿刺器与充气囊,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2009第2661489号,2009-07-16,2013-07-15
钝性尖端穿刺器(商品名：Autosuture Blunt Tip Trocar),"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2009第3150760号,2009-04-03,2013-04-02
穿刺器(商品名：蛇牌 Aesculap),AESCULAP AG,国食药监械(进)字2009第3150321号(更),2009-02-18,2013-02-18
穿刺器(商品名：Versaport),"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2008第3663244号,2008-11-24,2012-11-23
穿刺器,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2008第3152355号,2008-08-19,2012-08-18
穿刺器(商品名：BLUNTPORT),"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2008第3152271号,2008-08-11,2012-08-10
穿刺器(商品名：Visiport),"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2008第3152272号,2008-08-11,2012-08-10
穿刺器(商品名：Surgispike),Covidien llc,国食药监械(进)字2008第3152273号(更),2008-08-11,2012-08-11
动静脉穿刺器,Fresenius Medical Care AG & Co. KGaA,国食药监械(进)字2008第3151846号,2008-07-08,2012-07-07
穿刺器(商品名：THORACOPORT),"United States Surgical, a division of Tyco Healthcare Group L.P",国食药监械(进)字2008第3221856号,2008-07-08,2012-07-08
穿刺器(商品名：BASX),"ETHICON ENDO-SURGERY, LLC",国食药监械(进)字2008第3661093号,2008-04-30,2012-04-29
穿刺器(商品名：ENDOPATH XCEL),"ETHICON ENDO-SURGERY, LLC",国食药监械(进)字2008第3221024号,2008-04-26,2012-04-25
配液穿刺器(商品名：斯派可),B. Braun Melsungen AG,国食药监械(进)字2007第3152055号,2007-12-13,2011-12-12
经皮穿刺器,"Enpath medical, Inc",国食药监械(进)字2007第3151129号,2007-06-06,2011-06-05
胸部穿刺器(商品名：FLEXIPATH ),"Ethicon Endo-Surgery, LLC.",国食药监械(进)字2007第3541041号(更),2007-05-31,2011-05-31
腹腔镜穿刺器,Pajunk GmbH Medizintechnologie,国食药监械(进)字2007第3220935号,2007-05-28,2011-05-27
穿刺器Trocar(商品名：Auto Suture Woodford Spike),"United States Surgical, a division of Tyco Healthcare Group L.P",国食药监械(进)字2007第3660376号,2007-03-06,2011-03-05
ENDOPATH 外科穿刺器,"Ethicon Endo-Surgery, LLC",国食药监械(进)字2006第3220926号(更),2006-05-26,2010-05-26
一次性安全穿刺器,台湾普威国际有限公司,国食药监械(许)字2005第2150065号,2005-09-22,2009-09-21
经颈静脉肝内穿刺器械,Cook Incorporated,国食药监械(进)字2005第3151497号,2005-06-02,2009-06-01
Visiport 穿刺器 (商品名：Visiport Trocar),"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2005第3151350号,2005-05-23,2009-05-22
Versaport穿刺器,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2005第3661260号,2005-05-11,2009-05-10
球囊穿刺器与充气囊,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2005第3660936号,2005-04-13,2009-04-12
钝性尖端穿刺器和注射器,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2005第3150773号,2005-04-01,2009-03-31
BLUNTPORT穿刺器(商品名：BLUNTPORT Trocar),"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2005第3660777号,2005-04-01,2009-03-31
Surgispike穿刺器,"United States Surgical, a division of Tyco Healthcare Group LP",国食药监械(进)字2005第3150615号,2005-03-08,2009-03-07
ENDOPATH Xcel 穿刺器,"Ethicon Endo-Surgery, Inc.",国食药监械(进)字2005第3220310号,2005-02-03,2009-02-02
THORACOPORT穿刺器,"United States Surgical, a division of Tyco Healthcare Group L.P",国食药监械(进)字2005第3220155号,2005-01-17,2009-01-16
ENDOPATH微创穿刺器,"Ethicon Endo-Surgery, Inc.",国食药监械(进)字2004第3660376号,2004-03-11,2008-03-10
FLEXIPATH 胸部穿刺器,"Ethicon Endo-Surgery,Inc.",国食药监械(进)字2003第3540507号,2003-10-15,2007-10-14
迷你配液穿刺器,B. Braun Melsungen AG,国食药监械(进)字2003第3150103号,2003-07-04,2007-07-03
超声刀系统及附件Ultrasonic-Dissector and Accessories,德国泽立有限公司Soering GmbH,国械注进20163012365,2021-05-11,2026-05-10
齿科用超声治疗工作尖歯科用多目的超音波治療器,株式会社中西株式会社ナカニシ,国械注进20162174403,2021-05-11,2026-05-10
超声牙科手术刀Ultrasonic dental surgical system,瑞士医迈斯电子医疗系统有限公司E.M.S. Electro Medical Systems S.A.,国械注进20163010768,2021-05-07,2026-05-06
超声多普勒系统Ultrasound Doppler System,阿卡特有限公司ELCAT GmbH,国械注进20162071941,2021-04-23,2026-04-22
超声洁牙机Ultrasonic scaler,瑞士医迈斯电子医疗系统有限公司E.M.S. Electro Medical Systems S.A.,国械注进20162173055,2021-04-16,2026-04-15
超声洁牙机Ultrasonic Scaler,卡瓦有限责任公司Kaltenbach & Voigt GmbH,国械注进20172170663,2021-04-14,2026-04-13
超声经颅多普勒血流分析仪Ambulatory monitoring transcranial Doppler,法国艾瑅思公司ATYS MEDICAL,国械注进20172072366,2021-04-12,2026-04-11
超声乳化仪Ophthalmic Surgical System,慧眼医疗科技公司Medical Technical Products,国械注进20163162957,2021-04-08,2026-04-07
关节翻修用超声手术设备及附件Untrasonic Revision System,邦美骨科公司Biomet Orthopedics,国械注进20163011960,2021-04-08,2026-04-07
彩色超声诊断系统Diagnostic Ultrasound System and Transducers,"飞利浦超声股份有限公司Philips Ultrasound, Inc.",国械注进20162065123,2021-03-30,2026-03-29
一次性使用超声内窥镜水囊超音波用バルーン,豪雅株式会社 HOYA株式会社 豪雅株式会社,国械注进20212060086,2021-03-22,2026-03-21
超声电子气管镜超音波軟性気管支鏡,富士胶片株式会社富士フイルム株式会社,国械注进20163064747,2021-03-15,2026-03-14
超声高频外科集成系统切割闭合刀头ENSEAL G2 Electrosurgical Devices,"爱惜康内镜外科器械有限责任公司Ethicon Endo-Surgery, LLC",国械注进20173016598,2021-03-15,2026-03-14
超声诊断系统Ultrasound Imaging System,"爱飞纽医疗系统有限公司ALPINION MEDICAL SYSTEMS CO., Ltd.",国械注进20162062458,2021-03-01,2026-02-28
超声洁牙机Dental Scaler,瑞士医迈斯电子医疗系统有限公司E.M.S. Electro Medical Systems S.A.,国械注进20162171379,2021-02-18,2026-02-17
超声骨强度仪Ultrasonic Bone Sonometer,毕美特有限公司BeamMed Ltd.,国械注进20162072939,2021-02-18,2026-02-17
超声骨切割系统Bone surgery device,法国赛特力公司SATELEC A Company of ACTEON Group,国械注进20153013715,2021-02-05,2026-02-04
磁共振引导聚焦超声治疗系统Magnetic Resonance guided Focused Ultrasound,"医视特有限公司InSightec, Ltd.",国械注进20213010036,2021-02-03,2026-02-02
超声眼科专用诊断仪Echograph,法国光太医疗公司QUANTEL MEDICAL,国械注进20163162380,2021-01-29,2026-01-28
超声皮肤扫描仪Ultrasonic Skin Scanner,卡特斯技术有限公司Cortex Technology ApS,国械注进20162060614,2020-12-30,2025-12-29
超声电子上消化道内窥镜超音波軟性胃十二指腸鏡,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20163063147,2020-12-25,2025-12-24
超声洁牙手机Ultrasonic handpieces,西诺德牙科设备公司Sirona Dental Systems GmbH,国械注进20162173074,2020-12-21,2025-12-20
便携式彩色超声诊断系统,GE Medical Systems Ultrasound & Primary Care Diagnostics LLC,国械注进20203060517,2020-12-11,2025-12-10
超声诊断仪,"韩国通用电气超声有限公司GE ULTRASOUND KOREA, Ltd.",国械注进20203060519,2020-12-11,2025-12-10
牙科超声治疗仪multi-functional ultrasonic machine,迈超股份公司MECTRON S.p.A,国械注进20152172993,2020-12-08,2025-12-07
超声骨密度测定仪超音波骨密度測定装置,古野电气株式会社古野电气株式会社,国械注进20162071106,2020-12-07,2025-12-06
超声电子支气管内窥镜PENTAX Medical Ultrasound Video Bronchoscope EB19-J10U( PENTAX Medical ビデオ超音波気管支スコープ EB19-J10U),豪雅株式会社HOYA Corporation(HOYA株式会社),国械注进20203060492,2020-12-01,2025-11-30
眼科B型超声诊断仪B-Scan Plus,"爱康泰股份有限公司Accutome, Inc.",国械注进20163160934,2020-11-24,2025-11-23
眼科A型超声诊断仪A-Scan Plus Connect,"爱康泰股份有限公司Accutome, Inc.",国械注进20163160936,2020-11-13,2025-11-12
